ResponseId,id,Age,Race,secular1_4religious,Eng,Eng_2_TEXT,Emp_status,Income,Education,Gender,pol_party,pol_party_4_TEXT,polSocConservative1_7liberal,polEconConservative1_7liberal,self1_other0,private1_public0,MG_1,MG_2,Rating_1,Rating_2,Rating_3,Rating_4,Rating_5,Rating_6,Rating_7,Rating_8,Rating_9,Rating_10,vignette_1,vignette_2,vignette_3,vignette_4,vignette_5,vignette_6,vignette_7,vignette_8,vignette_9,vignette_10,vignette_11,vignette_12,vignette_13,vignette_14,vignette_15,vignette_16,vignette_17
R_sYJao8M2AEgjvvr,138,38,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Independent,NA,6,3,0,0,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_sYJao8M2AEgjvvr,138,38,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Independent,NA,6,3,0,0,5,5,5,5,5,6,5,5,6,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_sYJao8M2AEgjvvr,138,38,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Independent,NA,6,3,0,0,5,5,5,5,5,5,5,5,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3D7Lbl77iwChgkC,139,43,"White or Caucasian,Black or African American",1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Some College,Female,Independent,NA,6,6,0,0,4,5,5,4,5,5,4,5,5,5,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3D7Lbl77iwChgkC,139,43,"White or Caucasian,Black or African American",1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Some College,Female,Independent,NA,6,6,0,0,6,6,7,5,6,2,2,3,2,6,7,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3D7Lbl77iwChgkC,139,43,"White or Caucasian,Black or African American",1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Some College,Female,Independent,NA,6,6,0,0,6,6,6,4,5,4,4,4,5,6,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_3D7Lbl77iwChgkC,139,43,"White or Caucasian,Black or African American",1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Some College,Female,Independent,NA,6,6,0,0,7,6,7,5,7,4,6,6,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_3D7Lbl77iwChgkC,139,43,"White or Caucasian,Black or African American",1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Some College,Female,Independent,NA,6,6,0,0,6,6,6,5,6,4,4,6,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_ywHxvBkpFLuGMhP,140,33,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Republican,NA,3,2,1,1,7,7,7,7,6,2,3,5,2,5,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_ywHxvBkpFLuGMhP,140,33,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Republican,NA,3,2,1,1,5,5,7,6,6,2,3,6,3,2,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_ywHxvBkpFLuGMhP,140,33,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Republican,NA,3,2,1,1,7,7,7,7,7,1,2,2,4,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_ywHxvBkpFLuGMhP,140,33,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Republican,NA,3,2,1,1,7,7,7,7,7,2,2,1,1,5,5,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_ywHxvBkpFLuGMhP,140,33,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999",Bachelor's degree,Female,Republican,NA,3,2,1,1,7,7,7,7,6,1,2,6,2,6,6,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2Socdyh4vqdMYUO,141,41,"White or Caucasian,Black or African American,Other",1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,7,7,0,0,7,4,7,7,7,1,2,1,1,4,2,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2Socdyh4vqdMYUO,141,41,"White or Caucasian,Black or African American,Other",1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,7,7,0,0,7,4,7,7,7,2,2,2,2,5,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2Socdyh4vqdMYUO,141,41,"White or Caucasian,Black or African American,Other",1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,7,7,0,0,6,4,6,5,6,3,3,4,2,4,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2Socdyh4vqdMYUO,141,41,"White or Caucasian,Black or African American,Other",1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,7,7,0,0,6,4,5,6,6,2,2,4,2,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2Socdyh4vqdMYUO,141,41,"White or Caucasian,Black or African American,Other",1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,7,7,0,0,6,4,5,4,6,4,4,3,3,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1irpUt1SK8XjloV,142,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,1,0,6,6,6,6,6,2,2,2,2,2,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1irpUt1SK8XjloV,142,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,1,0,6,6,6,6,6,3,3,5,3,3,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_1irpUt1SK8XjloV,142,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,1,0,5,6,5,6,6,3,5,3,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_1irpUt1SK8XjloV,142,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,1,0,4,5,5,5,6,3,4,5,5,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_1irpUt1SK8XjloV,142,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,1,0,5,5,5,5,5,2,3,2,3,3,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2aEQTVAkZPJwnm1,143,28,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Male,Democrat,NA,7,7,0,1,6,4,6,5,7,2,3,2,2,5,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_2aEQTVAkZPJwnm1,143,28,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Male,Democrat,NA,7,7,0,1,6,5,6,6,6,3,3,3,2,6,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2aEQTVAkZPJwnm1,143,28,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Male,Democrat,NA,7,7,0,1,7,5,6,6,6,1,1,1,1,6,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2aEQTVAkZPJwnm1,143,28,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Male,Democrat,NA,7,7,0,1,6,5,6,6,6,1,1,1,1,6,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_2aEQTVAkZPJwnm1,143,28,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$20,000 - $29,999",Bachelor's degree,Male,Democrat,NA,7,7,0,1,6,5,6,6,6,2,3,2,2,6,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_8eRRkU3d9mKZ5qF,144,37,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,7,7,1,0,7,5,7,6,7,1,1,1,1,7,3,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_8eRRkU3d9mKZ5qF,144,37,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,7,7,1,0,7,5,7,6,7,2,1,1,1,7,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_8eRRkU3d9mKZ5qF,144,37,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,7,7,1,0,6,5,6,6,7,3,2,4,3,6,2,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_8eRRkU3d9mKZ5qF,144,37,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,7,7,1,0,6,5,6,5,6,2,4,4,3,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_8eRRkU3d9mKZ5qF,144,37,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,7,7,1,0,4,4,4,4,6,5,5,5,5,6,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_bKn1zbfzxu9O169,145,41,White or Caucasian,4,English,NA,Employed part time (up to 29 hours a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,2,2,1,1,7,7,7,5,7,5,1,5,1,6,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_bKn1zbfzxu9O169,145,41,White or Caucasian,4,English,NA,Employed part time (up to 29 hours a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,2,2,1,1,5,5,6,6,5,7,6,6,7,6,5,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_bKn1zbfzxu9O169,145,41,White or Caucasian,4,English,NA,Employed part time (up to 29 hours a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,2,2,1,1,7,6,6,7,7,5,7,7,7,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_bKn1zbfzxu9O169,145,41,White or Caucasian,4,English,NA,Employed part time (up to 29 hours a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,2,2,1,1,6,6,5,5,7,6,2,6,5,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_bKn1zbfzxu9O169,145,41,White or Caucasian,4,English,NA,Employed part time (up to 29 hours a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Republican,NA,2,2,1,1,7,7,7,6,7,6,6,7,5,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_XG1tJUo8cUDAVON,146,57,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,5,5,0,0,7,7,6,6,6,4,2,2,2,4,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_XG1tJUo8cUDAVON,146,57,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,5,5,0,0,7,6,6,6,5,3,3,3,3,4,5,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_XG1tJUo8cUDAVON,146,57,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,5,5,0,0,4,4,5,4,4,5,4,4,5,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_XG1tJUo8cUDAVON,146,57,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,5,5,0,0,4,4,5,4,5,5,4,4,4,6,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_XG1tJUo8cUDAVON,146,57,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$30,000 - $39,999",Bachelor's degree,Female,Democrat,NA,5,5,0,0,4,4,4,4,4,4,4,4,4,5,4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_1n0cxgfao6NByBd,147,35,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$40,000 - $49,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,5,3,1,0,7,4,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1n0cxgfao6NByBd,147,35,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$40,000 - $49,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,5,3,1,0,7,4,5,4,4,4,4,4,4,4,4,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1n0cxgfao6NByBd,147,35,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$40,000 - $49,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,5,3,1,0,7,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_1n0cxgfao6NByBd,147,35,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$40,000 - $49,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,5,3,1,0,7,4,4,4,4,4,4,4,4,4,4,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_1n0cxgfao6NByBd,147,35,White or Caucasian,1,English,NA,Employed part time (up to 29 hours a week),"$40,000 - $49,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,5,3,1,0,4,4,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3PZRujJu2Ly0y8F,148,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Some College,Female,Independent,NA,4,4,0,0,3,3,3,3,3,7,6,7,6,5,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3PZRujJu2Ly0y8F,148,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Some College,Female,Independent,NA,4,4,0,0,5,4,6,5,5,4,5,4,3,6,6,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_3PZRujJu2Ly0y8F,148,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Some College,Female,Independent,NA,4,4,0,0,5,4,5,5,5,7,7,7,5,7,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_3PZRujJu2Ly0y8F,148,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Some College,Female,Independent,NA,4,4,0,0,6,5,5,5,5,5,3,5,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3PZRujJu2Ly0y8F,148,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Some College,Female,Independent,NA,4,4,0,0,6,6,7,6,6,2,3,4,2,7,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_2t0fqQPj3z9GY3P,149,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Democrat,NA,6,4,0,1,7,7,7,7,7,1,2,2,1,6,6,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2t0fqQPj3z9GY3P,149,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Democrat,NA,6,4,0,1,7,7,7,7,7,1,1,2,1,5,6,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2t0fqQPj3z9GY3P,149,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Democrat,NA,6,4,0,1,7,7,7,7,7,1,1,1,1,6,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_2t0fqQPj3z9GY3P,149,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Democrat,NA,6,4,0,1,7,7,6,7,7,1,1,1,1,7,3,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2t0fqQPj3z9GY3P,149,41,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"More than $150,000",Bachelor's degree,Male,Democrat,NA,6,4,0,1,7,6,7,6,6,2,2,2,2,5,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2ttiMxB3wLh7Mjr,150,39,"White or Caucasian,American Indian/Native American or Alaska Native",3,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Female,Independent,NA,4,1,1,1,7,6,7,7,7,3,3,5,3,6,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2ttiMxB3wLh7Mjr,150,39,"White or Caucasian,American Indian/Native American or Alaska Native",3,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Female,Independent,NA,4,1,1,1,6,6,6,4,6,4,5,3,3,6,6,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2ttiMxB3wLh7Mjr,150,39,"White or Caucasian,American Indian/Native American or Alaska Native",3,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Female,Independent,NA,4,1,1,1,6,6,7,5,7,3,3,3,3,5,6,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_2ttiMxB3wLh7Mjr,150,39,"White or Caucasian,American Indian/Native American or Alaska Native",3,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Female,Independent,NA,4,1,1,1,6,6,6,5,6,5,5,5,5,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2ttiMxB3wLh7Mjr,150,39,"White or Caucasian,American Indian/Native American or Alaska Native",3,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Female,Independent,NA,4,1,1,1,6,6,5,5,5,3,4,3,3,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_3gR8lcYJBmYUTJa,151,47,White or Caucasian,1,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Male,Independent,NA,4,6,0,0,6,6,6,6,6,5,5,5,3,7,7,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_3gR8lcYJBmYUTJa,151,47,White or Caucasian,1,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Male,Independent,NA,4,6,0,0,7,6,7,7,7,3,3,3,3,5,5,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_3gR8lcYJBmYUTJa,151,47,White or Caucasian,1,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Male,Independent,NA,4,6,0,0,7,6,7,6,6,3,5,6,5,6,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_3gR8lcYJBmYUTJa,151,47,White or Caucasian,1,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Male,Independent,NA,4,6,0,0,7,6,5,6,6,4,5,7,5,5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_3gR8lcYJBmYUTJa,151,47,White or Caucasian,1,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Male,Independent,NA,4,6,0,0,5,6,4,5,5,3,3,3,3,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1dmL22PP0AmDgTX,152,59,White or Caucasian,1,English,NA,Self-employed,"$40,000 - $49,999",Bachelor's degree,Male,Something else,Libertarian,6,2,1,1,5,5,5,5,5,3,3,3,3,5,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1dmL22PP0AmDgTX,152,59,White or Caucasian,1,English,NA,Self-employed,"$40,000 - $49,999",Bachelor's degree,Male,Something else,Libertarian,6,2,1,1,6,5,6,6,6,4,4,4,4,4,6,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_1dmL22PP0AmDgTX,152,59,White or Caucasian,1,English,NA,Self-employed,"$40,000 - $49,999",Bachelor's degree,Male,Something else,Libertarian,6,2,1,1,6,6,6,6,6,4,4,4,4,6,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_1dmL22PP0AmDgTX,152,59,White or Caucasian,1,English,NA,Self-employed,"$40,000 - $49,999",Bachelor's degree,Male,Something else,Libertarian,6,2,1,1,7,5,7,7,7,4,4,4,4,4,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_1dmL22PP0AmDgTX,152,59,White or Caucasian,1,English,NA,Self-employed,"$40,000 - $49,999",Bachelor's degree,Male,Something else,Libertarian,6,2,1,1,6,6,6,6,6,4,4,4,4,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2B8Sg4topWre0S4,153,44,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,6,7,0,0,6,5,7,7,5,4,2,3,2,6,5,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2B8Sg4topWre0S4,153,44,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,6,7,0,0,6,6,7,7,7,7,1,1,2,2,7,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_2B8Sg4topWre0S4,153,44,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,6,7,0,0,7,7,6,7,7,5,2,1,1,6,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2B8Sg4topWre0S4,153,44,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,6,7,0,0,7,7,7,7,7,1,1,2,2,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2B8Sg4topWre0S4,153,44,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Democrat,NA,6,7,0,0,7,7,7,7,7,1,2,1,1,2,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1Ka6m3xqetxB8fW,154,45,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Some College,Male,Independent,NA,5,3,0,1,5,5,6,6,6,2,2,2,2,5,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1Ka6m3xqetxB8fW,154,45,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Some College,Male,Independent,NA,5,3,0,1,4,4,6,4,5,3,2,2,2,6,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_1Ka6m3xqetxB8fW,154,45,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Some College,Male,Independent,NA,5,3,0,1,6,6,6,6,6,2,2,2,2,5,5,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_1Ka6m3xqetxB8fW,154,45,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Some College,Male,Independent,NA,5,3,0,1,5,4,6,5,6,2,2,2,2,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_1Ka6m3xqetxB8fW,154,45,White or Caucasian,4,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Some College,Male,Independent,NA,5,3,0,1,6,6,6,6,6,2,2,2,2,2,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_1N85muEsuB1a57I,155,34,Black or African American,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,4,4,1,0,6,6,6,4,6,1,1,1,1,5,4,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_1N85muEsuB1a57I,155,34,Black or African American,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,4,4,1,0,6,6,6,4,6,1,1,1,1,4,5,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_1N85muEsuB1a57I,155,34,Black or African American,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,4,4,1,0,5,5,6,4,6,1,1,1,1,5,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_1N85muEsuB1a57I,155,34,Black or African American,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,4,4,1,0,6,6,6,2,6,2,2,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_1N85muEsuB1a57I,155,34,Black or African American,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Female,Democrat,NA,4,4,1,0,6,6,4,4,6,1,1,1,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_2PyYHKlX74ItKJq,156,69,White or Caucasian,1,English,NA,Retired,"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Democrat,NA,6,6,0,1,7,6,6,6,7,3,3,3,2,6,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
