response_id,id,age,race,secular1_4religious,eng,eng_2_text,emp_status,income,education,gender,pol_party,pol_party_4_text,pol_soc_conservative1_7liberal,pol_econ_conservative1_7liberal,condition,vignette,private1_public0,self1_other0_engagement,self1_other0_rating,mg,tr,motive_1,motive_2,motive_3,motive_4,motive_5,motive_6,motive_7,motive_8,motive_9,motive_10,vignette_1,vignette_2,vignette_3,vignette_4,vignette_5,vignette_6,vignette_7,vignette_8,vignette_9,vignette_10,vignette_11,vignette_12,vignette_13,vignette_14,vignette_15,vignette_16,vignette_17
R_1gNKqh4JcDocThH,72,29,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Male,Democrat,NA,6,5,Private_Self_Self,vignette_5,1,1,1,6,5,7,7,6,2,2,2,2,5,4,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_1gNKqh4JcDocThH,72,29,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Male,Democrat,NA,6,5,Private_Self_Self,vignette_7,1,1,1,5,4,7,7,4,2,2,2,2,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_1gNKqh4JcDocThH,72,29,White or Caucasian,2,English,NA,Employed full time (30 hours or more a week),"$100,000 - $149,999",Bachelor's degree,Male,Democrat,NA,6,5,Private_Self_Self,vignette_16,1,1,1,4,6,6,6,4,2,2,3,2,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_2WJDjLOdnNZRZWp,73,40,White or Caucasian,2,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Female,Democrat,NA,7,7,Public_Self_Self,vignette_1,0,1,1,6,6,7,4,7,1,1,1,1,1,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2WJDjLOdnNZRZWp,73,40,White or Caucasian,2,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Female,Democrat,NA,7,7,Public_Self_Self,vignette_7,0,1,1,6,6,7,4,7,1,1,1,1,4,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_2WJDjLOdnNZRZWp,73,40,White or Caucasian,2,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Female,Democrat,NA,7,7,Public_Self_Self,vignette_8,0,1,1,4,6,6,4,7,1,3,1,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2WJDjLOdnNZRZWp,73,40,White or Caucasian,2,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Female,Democrat,NA,7,7,Public_Self_Self,vignette_10,0,1,1,5,6,7,4,7,1,1,1,1,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_2WJDjLOdnNZRZWp,73,40,White or Caucasian,2,English,NA,Self-employed,"$30,000 - $39,999",High school / GED,Female,Democrat,NA,7,7,Public_Self_Self,vignette_14,0,1,1,4,6,7,4,7,1,1,1,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_12AdgIaM0GBgpLj,74,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,1,1,Public_Self_Self,vignette_4,0,1,1,6,6,7,6,6,2,2,2,2,6,7,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_12AdgIaM0GBgpLj,74,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,1,1,Public_Self_Self,vignette_12,0,1,1,6,6,6,6,6,5,5,5,5,6,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_12AdgIaM0GBgpLj,74,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,1,1,Public_Self_Self,vignette_13,0,1,1,6,6,6,6,6,4,3,3,4,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_12AdgIaM0GBgpLj,74,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,1,1,Public_Self_Self,vignette_15,0,1,1,6,6,6,6,6,2,2,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
R_12AdgIaM0GBgpLj,74,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,1,1,Public_Self_Self,vignette_17,0,1,1,6,6,6,6,6,2,2,2,2,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_1pG90C6cg3xzvzc,75,19,White or Caucasian,4,English,NA,Student,"$50,000 - $74,999",Some College,Female,Republican,NA,4,3,Public_Other_Self,vignette_3,0,0,1,7,5,6,6,7,1,1,1,1,5,7,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1pG90C6cg3xzvzc,75,19,White or Caucasian,4,English,NA,Student,"$50,000 - $74,999",Some College,Female,Republican,NA,4,3,Public_Other_Self,vignette_13,0,0,1,7,6,6,5,5,2,2,3,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_1pG90C6cg3xzvzc,75,19,White or Caucasian,4,English,NA,Student,"$50,000 - $74,999",Some College,Female,Republican,NA,4,3,Public_Other_Self,vignette_14,0,0,1,4,5,6,5,5,5,6,6,6,6,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_1pG90C6cg3xzvzc,75,19,White or Caucasian,4,English,NA,Student,"$50,000 - $74,999",Some College,Female,Republican,NA,4,3,Public_Other_Self,vignette_16,0,0,1,7,5,7,5,6,2,1,2,2,1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_1pG90C6cg3xzvzc,75,19,White or Caucasian,4,English,NA,Student,"$50,000 - $74,999",Some College,Female,Republican,NA,4,3,Public_Other_Self,vignette_17,0,0,1,6,6,6,6,6,2,3,3,3,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_27NyA2Q3Xg8w6NL,76,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,2,2,Public_Self_Other,vignette_2,0,1,0,6,6,6,6,6,2,2,2,2,4,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_27NyA2Q3Xg8w6NL,76,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,2,2,Public_Self_Other,vignette_4,0,1,0,6,6,6,6,7,2,2,2,2,6,6,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_27NyA2Q3Xg8w6NL,76,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,2,2,Public_Self_Other,vignette_9,0,1,0,6,6,6,6,6,6,6,6,6,6,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_27NyA2Q3Xg8w6NL,76,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,2,2,Public_Self_Other,vignette_10,0,1,0,6,6,6,6,6,3,3,3,3,3,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_27NyA2Q3Xg8w6NL,76,57,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"More than $150,000","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Male,Republican,NA,2,2,Public_Self_Other,vignette_16,0,1,0,5,5,5,5,5,4,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_XR5B9H5kkGTXwf7,77,61,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,7,7,Public_Other_Self,vignette_5,0,0,1,6,5,6,5,6,1,2,2,2,6,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_XR5B9H5kkGTXwf7,77,61,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,7,7,Public_Other_Self,vignette_7,0,0,1,6,5,6,5,6,2,2,2,1,6,5,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_XR5B9H5kkGTXwf7,77,61,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,7,7,Public_Other_Self,vignette_8,0,0,1,6,6,7,5,6,1,2,2,2,6,6,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_XR5B9H5kkGTXwf7,77,61,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,7,7,Public_Other_Self,vignette_11,0,0,1,5,4,6,4,5,2,2,2,2,5,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_XR5B9H5kkGTXwf7,77,61,White or Caucasian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,7,7,Public_Other_Self,vignette_16,0,0,1,5,4,6,4,6,2,2,3,2,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_Y60v5ijHdKsTq4p,78,35,White or Caucasian,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Male,Independent,NA,5,3,Private_Self_Self,vignette_1,1,1,1,4,6,6,4,5,2,2,2,2,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_Y60v5ijHdKsTq4p,78,35,White or Caucasian,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Male,Independent,NA,5,3,Private_Self_Self,vignette_2,1,1,1,4,6,6,4,6,2,2,2,2,4,6,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_Y60v5ijHdKsTq4p,78,35,White or Caucasian,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Male,Independent,NA,5,3,Private_Self_Self,vignette_5,1,1,1,6,6,6,4,6,2,2,2,2,4,4,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
R_Y60v5ijHdKsTq4p,78,35,White or Caucasian,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Male,Independent,NA,5,3,Private_Self_Self,vignette_10,1,1,1,4,6,6,4,5,2,2,2,2,2,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_Y60v5ijHdKsTq4p,78,35,White or Caucasian,1,English,NA,Self-employed,"$10,000 - $19,999",Some College,Male,Independent,NA,5,3,Private_Self_Self,vignette_11,1,1,1,4,6,6,4,4,2,2,2,2,4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_2UayxjjUgAl19m8,79,44,"White or Caucasian,Black or African American",1,English,NA,Student,"$30,000 - $39,999",Some College,Female,Democrat,NA,6,6,Private_Other_Other,vignette_1,1,0,0,6,5,6,5,6,1,2,1,2,5,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2UayxjjUgAl19m8,79,44,"White or Caucasian,Black or African American",1,English,NA,Student,"$30,000 - $39,999",Some College,Female,Democrat,NA,6,6,Private_Other_Other,vignette_8,1,0,0,6,4,6,5,6,1,1,1,2,5,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_2UayxjjUgAl19m8,79,44,"White or Caucasian,Black or African American",1,English,NA,Student,"$30,000 - $39,999",Some College,Female,Democrat,NA,6,6,Private_Other_Other,vignette_13,1,0,0,5,4,5,6,6,2,2,2,2,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_2UayxjjUgAl19m8,79,44,"White or Caucasian,Black or African American",1,English,NA,Student,"$30,000 - $39,999",Some College,Female,Democrat,NA,6,6,Private_Other_Other,vignette_14,1,0,0,6,4,6,5,6,1,2,2,2,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_2UayxjjUgAl19m8,79,44,"White or Caucasian,Black or African American",1,English,NA,Student,"$30,000 - $39,999",Some College,Female,Democrat,NA,6,6,Private_Other_Other,vignette_16,1,0,0,4,4,4,4,5,3,2,1,2,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_viEoSC2bOMG4ZoZ,80,43,Asian,1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,4,3,Private_Other_Self,vignette_4,1,0,1,7,6,7,7,7,1,1,1,1,5,3,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_viEoSC2bOMG4ZoZ,80,43,Asian,1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,4,3,Private_Other_Self,vignette_10,1,0,1,6,6,5,5,5,5,1,5,1,5,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_viEoSC2bOMG4ZoZ,80,43,Asian,1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,4,3,Private_Other_Self,vignette_13,1,0,1,7,6,7,7,7,1,1,1,1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_viEoSC2bOMG4ZoZ,80,43,Asian,1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,4,3,Private_Other_Self,vignette_14,1,0,1,7,6,7,7,7,1,1,1,1,5,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_viEoSC2bOMG4ZoZ,80,43,Asian,1,English,NA,Unemployed and currently looking for work,"$50,000 - $74,999",Bachelor's degree,Male,Independent,NA,4,3,Private_Other_Self,vignette_16,1,0,1,7,6,5,5,5,5,1,5,1,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_bBNCvmJYpX8JNw5,81,28,Asian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,"Republican,Democrat",NA,3,4,Private_Self_Other,vignette_3,1,1,0,5,3,3,5,5,3,3,4,3,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_bBNCvmJYpX8JNw5,81,28,Asian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,"Republican,Democrat",NA,3,4,Private_Self_Other,vignette_6,1,1,0,5,6,4,3,4,4,5,4,5,5,4,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_bBNCvmJYpX8JNw5,81,28,Asian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,"Republican,Democrat",NA,3,4,Private_Self_Other,vignette_10,1,1,0,5,5,4,3,4,4,4,4,4,4,5,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_bBNCvmJYpX8JNw5,81,28,Asian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,"Republican,Democrat",NA,3,4,Private_Self_Other,vignette_14,1,1,0,6,6,4,5,4,5,5,4,5,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_bBNCvmJYpX8JNw5,81,28,Asian,1,English,NA,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Male,"Republican,Democrat",NA,3,4,Private_Self_Other,vignette_17,1,1,0,5,5,3,5,3,4,4,4,4,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_10uvQNot7WA6HVx,82,25,Asian,1,Other (please specify),Chinese,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,5,5,Public_Other_Self,vignette_3,0,0,1,6,6,6,6,6,3,3,3,3,5,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_10uvQNot7WA6HVx,82,25,Asian,1,Other (please specify),Chinese,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,5,5,Public_Other_Self,vignette_7,0,0,1,6,6,6,6,3,3,4,3,3,5,5,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_10uvQNot7WA6HVx,82,25,Asian,1,Other (please specify),Chinese,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,5,5,Public_Other_Self,vignette_11,0,0,1,6,6,6,6,5,3,4,4,3,5,6,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_10uvQNot7WA6HVx,82,25,Asian,1,Other (please specify),Chinese,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,5,5,Public_Other_Self,vignette_14,0,0,1,5,5,5,5,5,4,5,6,5,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_10uvQNot7WA6HVx,82,25,Asian,1,Other (please specify),Chinese,Employed full time (30 hours or more a week),"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,5,5,Public_Other_Self,vignette_16,0,0,1,6,6,6,6,6,2,2,2,2,6,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3HhT042bHWYmjBD,83,32,Asian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,6,6,Public_Other_Self,vignette_2,0,0,1,6,5,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3HhT042bHWYmjBD,83,32,Asian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,6,6,Public_Other_Self,vignette_3,0,0,1,6,5,6,6,7,2,3,3,3,3,6,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3HhT042bHWYmjBD,83,32,Asian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,6,6,Public_Other_Self,vignette_10,0,0,1,6,6,6,6,6,2,4,3,3,4,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
R_3HhT042bHWYmjBD,83,32,Asian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,6,6,Public_Other_Self,vignette_16,0,0,1,6,6,6,6,6,4,3,4,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
R_3HhT042bHWYmjBD,83,32,Asian,1,English,NA,Employed full time (30 hours or more a week),"$30,000 - $39,999",Bachelor's degree,Male,Democrat,NA,6,6,Public_Other_Self,vignette_17,0,0,1,6,6,6,6,6,3,3,4,2,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_3FXOcaG37DoGfxY,84,23,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Male,Independent,NA,4,4,Private_Other_Self,vignette_2,1,0,1,5,5,5,5,6,3,5,5,2,6,5,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3FXOcaG37DoGfxY,84,23,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Male,Independent,NA,4,4,Private_Other_Self,vignette_7,1,0,1,6,4,6,5,5,2,3,3,2,5,3,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_3FXOcaG37DoGfxY,84,23,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Male,Independent,NA,4,4,Private_Other_Self,vignette_8,1,0,1,6,4,5,6,6,3,3,2,2,5,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
R_3FXOcaG37DoGfxY,84,23,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Male,Independent,NA,4,4,Private_Other_Self,vignette_13,1,0,1,6,5,6,6,6,3,2,2,2,6,5,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_3FXOcaG37DoGfxY,84,23,White or Caucasian,3,English,NA,Employed full time (30 hours or more a week),"$40,000 - $49,999",Bachelor's degree,Male,Independent,NA,4,4,Private_Other_Self,vignette_14,1,0,1,6,4,6,5,6,6,2,2,1,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_1JKGsgIvccQ58zP,85,56,White or Caucasian,3,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,Public_Other_Other,vignette_4,0,0,0,7,6,7,7,7,2,2,2,2,6,7,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1JKGsgIvccQ58zP,85,56,White or Caucasian,3,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,Public_Other_Other,vignette_9,0,0,0,7,6,7,6,7,2,3,3,3,6,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
R_1JKGsgIvccQ58zP,85,56,White or Caucasian,3,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,Public_Other_Other,vignette_11,0,0,0,6,6,7,7,7,2,1,1,1,6,7,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_1JKGsgIvccQ58zP,85,56,White or Caucasian,3,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,Public_Other_Other,vignette_12,0,0,0,6,5,6,5,6,3,3,3,3,7,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_1JKGsgIvccQ58zP,85,56,White or Caucasian,3,English,NA,Employed part time (up to 29 hours a week),"$50,000 - $74,999",Associate degree,Female,Democrat,NA,6,6,Public_Other_Other,vignette_13,0,0,0,7,6,7,6,7,2,2,2,2,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_9nudTlzMNp4zqs9,86,25,White or Caucasian,3,English,NA,Homemaker,"$40,000 - $49,999",Some College,Female,Republican,NA,3,4,Private_Other_Self,vignette_1,1,0,1,5,5,5,5,5,4,4,4,5,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_9nudTlzMNp4zqs9,86,25,White or Caucasian,3,English,NA,Homemaker,"$40,000 - $49,999",Some College,Female,Republican,NA,3,4,Private_Other_Self,vignette_2,1,0,1,6,5,4,4,4,4,4,4,4,4,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_9nudTlzMNp4zqs9,86,25,White or Caucasian,3,English,NA,Homemaker,"$40,000 - $49,999",Some College,Female,Republican,NA,3,4,Private_Other_Self,vignette_3,1,0,1,6,5,5,5,6,3,4,4,4,5,5,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_9nudTlzMNp4zqs9,86,25,White or Caucasian,3,English,NA,Homemaker,"$40,000 - $49,999",Some College,Female,Republican,NA,3,4,Private_Other_Self,vignette_14,1,0,1,6,5,6,5,5,3,3,3,3,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
R_9nudTlzMNp4zqs9,86,25,White or Caucasian,3,English,NA,Homemaker,"$40,000 - $49,999",Some College,Female,Republican,NA,3,4,Private_Other_Self,vignette_17,1,0,1,6,4,6,5,5,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_30i6Q2Rsj7GyBaP,87,33,White or Caucasian,1,English,NA,Homemaker,"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,6,6,Public_Self_Other,vignette_6,0,1,0,5,5,6,5,6,2,2,1,2,2,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_30i6Q2Rsj7GyBaP,87,33,White or Caucasian,1,English,NA,Homemaker,"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,6,6,Public_Self_Other,vignette_7,0,1,0,7,6,6,6,1,1,1,1,1,4,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
R_30i6Q2Rsj7GyBaP,87,33,White or Caucasian,1,English,NA,Homemaker,"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,6,6,Public_Self_Other,vignette_12,0,1,0,6,4,7,5,5,1,2,1,1,1,5,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
R_30i6Q2Rsj7GyBaP,87,33,White or Caucasian,1,English,NA,Homemaker,"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,6,6,Public_Self_Other,vignette_13,0,1,0,7,4,5,4,6,1,1,1,1,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
R_30i6Q2Rsj7GyBaP,87,33,White or Caucasian,1,English,NA,Homemaker,"$50,000 - $74,999",Bachelor's degree,Female,Democrat,NA,6,6,Public_Self_Other,vignette_17,0,1,0,6,5,5,4,6,1,1,1,2,4,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
R_1CE2fQS7QfFS53Q,88,33,Asian,1,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,4,4,Public_Other_Self,vignette_2,0,0,1,5,5,5,5,4,4,4,4,4,5,4,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1CE2fQS7QfFS53Q,88,33,Asian,1,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,4,4,Public_Other_Self,vignette_4,0,0,1,6,6,5,5,4,4,4,4,4,5,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
R_1CE2fQS7QfFS53Q,88,33,Asian,1,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,4,4,Public_Other_Self,vignette_6,0,0,1,5,5,4,4,4,4,4,4,4,4,5,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
R_1CE2fQS7QfFS53Q,88,33,Asian,1,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,4,4,Public_Other_Self,vignette_11,0,0,1,5,5,5,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
R_1CE2fQS7QfFS53Q,88,33,Asian,1,English,NA,Employed full time (30 hours or more a week),"$74,999- $99,999","Postgraduate degree (e.g., Master's Degree, Professional Degree, Doctorate Degree)",Female,Independent,NA,4,4,Public_Other_Self,vignette_12,0,0,1,5,5,5,4,4,4,4,4,4,4,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
